module_name,token_num,loss,accuracy
net_dict.attn_layers.0,1,10.926166534423825,0.0003910069935955107
net_dict.attn_layers.0,2,10.995951652526855,0.0
net_dict.attn_layers.0,3,11.06965637207031,0.00019588640134315938
net_dict.attn_layers.0,4,11.045392990112306,0.00019607845752034336
net_dict.attn_layers.0,5,11.14235496520996,0.0
net_dict.attn_layers.1,1,10.919348716735845,0.0
net_dict.attn_layers.1,2,11.098101615905769,0.004109590779989958
net_dict.attn_layers.1,3,11.06931209564209,0.0
net_dict.attn_layers.1,4,11.11038112640381,0.0
net_dict.attn_layers.1,5,11.09982299804688,0.0003925417840946466
net_dict.attn_layers.2,1,11.02331352233886,0.00019550349679775536
net_dict.attn_layers.2,2,11.101644515991206,0.0
net_dict.attn_layers.2,3,11.195415496826163,0.00039177280268631876
net_dict.attn_layers.2,4,11.167090415954585,0.0005882351542823017
net_dict.attn_layers.2,5,11.262636184692381,0.0
net_dict.attn_layers.3,1,10.956808090209957,0.011143693700432777
net_dict.attn_layers.3,2,11.186403274536124,0.0005870841559953988
net_dict.attn_layers.3,3,11.233593940734858,0.0005876592476852238
net_dict.attn_layers.3,4,11.241294860839837,0.0003921569150406867
net_dict.attn_layers.3,5,11.244683265686033,0.0001962708920473233
net_dict.attn_layers.4,1,11.23895931243896,0.00019550349679775536
net_dict.attn_layers.4,2,11.234496116638178,0.0003913894761353731
net_dict.attn_layers.4,3,11.27904987335205,0.00019588640134315938
net_dict.attn_layers.4,4,11.258504867553718,0.002549020340666175
net_dict.attn_layers.4,5,11.275988578796387,0.0
net_dict.attn_layers.5,1,11.16399192810059,0.0
net_dict.attn_layers.5,2,11.238984107971193,0.0
net_dict.attn_layers.5,3,11.338452339172354,0.0
net_dict.attn_layers.5,4,11.251055717468267,0.0
net_dict.attn_layers.5,5,11.286561012268072,0.0
net_dict.attn_layers.6,1,11.268210411071777,0.0
net_dict.attn_layers.6,2,11.224297523498526,0.00019569473806768656
net_dict.attn_layers.6,3,11.322108268737793,0.0
net_dict.attn_layers.6,4,11.329204559326177,0.00019607845752034336
net_dict.attn_layers.6,5,11.269785881042475,0.0001962708920473233
net_dict.attn_layers.7,1,11.184725761413574,0.00019550349679775536
net_dict.attn_layers.7,2,11.257964134216309,0.0
net_dict.attn_layers.7,3,11.26621723175049,0.00019588640134315938
net_dict.attn_layers.7,4,11.3212833404541,0.00019607845752034336
net_dict.attn_layers.7,5,11.359799385070808,0.0
net_dict.attn_layers.8,1,11.317186355590822,0.0
net_dict.attn_layers.8,2,11.296827316284173,0.0
net_dict.attn_layers.8,3,11.370270729064949,0.0
net_dict.attn_layers.8,4,11.384586334228507,0.0
net_dict.attn_layers.8,5,11.34816741943359,0.0001962708920473233
net_dict.attn_layers.9,1,11.177911758422853,0.00019550349679775536
net_dict.attn_layers.9,2,11.299066543579102,0.0003913894761353731
net_dict.attn_layers.9,3,11.34063243865967,0.00019588640134315938
net_dict.attn_layers.9,4,11.409450531005856,0.0
net_dict.attn_layers.9,5,11.295968055725094,0.0003925417840946466
net_dict.attn_layers.10,1,11.266359329223636,0.0
net_dict.attn_layers.10,2,11.26065254211426,0.0
