module_name,token_num,loss,accuracy
net_dict.attn_layers.0,1,7.715213298797607,0.1824699193239212
net_dict.attn_layers.0,2,8.312817573547362,0.10143515467643738
net_dict.attn_layers.0,3,8.61127471923827,0.0649690181016922
net_dict.attn_layers.1,1,7.960988998413087,0.18442495167255402
net_dict.attn_layers.1,2,8.574680328369142,0.09328117221593857
net_dict.attn_layers.1,3,8.828974723815907,0.06301011890172958
net_dict.attn_layers.2,1,8.06073474884034,0.17139139771461487
net_dict.attn_layers.2,2,8.669185638427734,0.06621000170707703
net_dict.attn_layers.2,3,8.934256553649908,0.04635975882411003
net_dict.attn_layers.3,1,8.04391098022461,0.1668296456336975
net_dict.attn_layers.3,2,8.704125404357917,0.06914547830820084
net_dict.attn_layers.3,3,8.97452354431153,0.04570683836936951
net_dict.attn_layers.4,1,7.966098308563241,0.16748133301734924
net_dict.attn_layers.4,2,8.591303825378422,0.07893021404743195
net_dict.attn_layers.4,3,8.82191181182862,0.047665663063526154
net_dict.attn_layers.5,1,7.833267211914052,0.16813285648822784
net_dict.attn_layers.5,2,8.457557678222653,0.08088719099760056
net_dict.attn_layers.5,3,8.760477066040028,0.04635975882411003
net_dict.attn_layers.6,1,7.728646755218502,0.17106540501117706
net_dict.attn_layers.6,2,8.353486061096188,0.07795170694589615
net_dict.attn_layers.6,3,8.65966415405274,0.05125695839524269
net_dict.attn_layers.7,1,7.555640697479238,0.16845884919166565
net_dict.attn_layers.7,2,8.300210952758789,0.07566861808300018
net_dict.attn_layers.7,3,8.623992919921882,0.0453803651034832
net_dict.attn_layers.8,1,7.476429939270012,0.18116657435894012
net_dict.attn_layers.8,2,8.244447708129876,0.0750163123011589
net_dict.attn_layers.8,3,8.59391498565674,0.04113614186644554
net_dict.attn_layers.9,1,7.440103054046621,0.1622677594423294
net_dict.attn_layers.9,2,8.247088432312022,0.07045008987188339
net_dict.attn_layers.9,3,8.55535507202148,0.04146261513233185
net_dict.attn_layers.10,1,7.45140361785888,0.15835769474506378
net_dict.attn_layers.10,2,8.283422470092773,0.06099153310060501
net_dict.attn_layers.10,3,8.569180488586433,0.03656546026468277
net_dict.attn_layers.11,1,7.474504470825192,0.1482568085193634
net_dict.attn_layers.11,2,8.285151481628414,0.05968692526221275
net_dict.attn_layers.11,3,8.592282295227049,0.033300675451755524
net_dict.attn_layers.12,1,7.613434791564935,0.13522320985794067
net_dict.attn_layers.12,2,8.627192497253414,0.04892367869615555
net_dict.attn_layers.12,3,8.926613807678226,0.023179879412055016
net_dict.attn_layers.13,1,7.6097517013549725,0.13554908335208893
net_dict.attn_layers.13,2,8.655921936035153,0.03946510702371597
net_dict.attn_layers.13,3,9.017277717590321,0.014691474847495556
net_dict.attn_layers.14,1,7.6737051010131765,0.1306615024805069
net_dict.attn_layers.14,2,8.823757171630852,0.03620350733399391
net_dict.attn_layers.14,3,9.146556854248047,0.015670903027057648
net_dict.attn_layers.15,1,7.712709426879891,0.1306615024805069
net_dict.attn_layers.15,2,8.850580215454102,0.032615777105093
net_dict.attn_layers.15,3,9.21137809753417,0.010773755609989166
net_dict.attn_layers.16,1,7.76067447662353,0.11469534784555435
net_dict.attn_layers.16,2,8.829699516296387,0.03587735444307327
net_dict.attn_layers.16,3,9.17305564880371,0.013059097342193127
net_dict.attn_layers.17,1,7.7118921279907156,0.11893129348754883
net_dict.attn_layers.17,2,8.78768539428711,0.033594273030757904
net_dict.attn_layers.17,3,9.160961151123047,0.012732619419693947
net_dict.attn_layers.18,1,7.701047897338862,0.12218959629535675
net_dict.attn_layers.18,2,8.869581222534173,0.03489889204502106
net_dict.attn_layers.18,3,9.179838180541998,0.00881488062441349
net_dict.attn_layers.19,1,7.701490879058834,0.12772895395755768
net_dict.attn_layers.19,2,8.843407630920412,0.036855846643447876
net_dict.attn_layers.19,3,9.211516380310059,0.013059097342193127
net_dict.attn_layers.20,1,7.748693943023676,0.10622356832027435
net_dict.attn_layers.20,2,8.87067794799804,0.03294192999601364
net_dict.attn_layers.20,3,9.215198516845703,0.008161929436028004
net_dict.attn_layers.21,1,7.671769142150883,0.12577390670776367
net_dict.attn_layers.21,2,8.801698684692383,0.03457273915410042
net_dict.attn_layers.21,3,9.210447311401369,0.013385572470724583
net_dict.attn_layers.22,1,7.790917396545406,0.11371783167123795
net_dict.attn_layers.22,2,8.943604469299327,0.024461839348077774
net_dict.attn_layers.22,3,9.318347930908201,0.012079661712050438
net_dict.attn_layers.23,1,7.854323387145989,0.10720108449459076
net_dict.attn_layers.23,2,9.02058696746826,0.024461839348077774
net_dict.attn_layers.23,3,9.394161224365229,0.00881488062441349
net_dict.attn_layers.24,1,7.8496799468994105,0.11078528314828873
net_dict.attn_layers.24,2,8.908893585205075,0.03065885417163372
net_dict.attn_layers.24,3,9.34087657928467,0.011426709592342377
net_dict.attn_layers.25,1,7.916456222534184,0.11860541254281998
net_dict.attn_layers.25,2,9.031248092651367,0.026092611253261566
net_dict.attn_layers.25,3,9.365888595581053,0.009141365066170692
net_dict.attn_layers.26,1,7.8896050453185955,0.11339195817708969
net_dict.attn_layers.26,2,8.975790023803714,0.02870187722146511
net_dict.attn_layers.26,3,9.402781486511229,0.006856023799628019
net_dict.attn_layers.27,1,7.9512610435485875,0.11143692582845688
net_dict.attn_layers.27,2,9.031600952148445,0.026092611253261566
net_dict.attn_layers.27,3,9.429869651794434,0.004570682533085346
net_dict.attn_layers.28,1,8.072437286376957,0.10166171193122864
net_dict.attn_layers.28,2,9.106321334838876,0.02674495428800583
net_dict.attn_layers.28,3,9.434624671936033,0.005876592826098204
net_dict.attn_layers.29,1,8.020778656005858,0.09416750818490982
net_dict.attn_layers.29,2,9.124602317810059,0.025114145129919052
net_dict.attn_layers.29,3,9.444156646728523,0.006529548671096563
net_dict.attn_layers.30,1,8.019613265991222,0.10524605214595795
net_dict.attn_layers.30,2,9.065695762634276,0.025114145129919052
net_dict.attn_layers.30,3,9.405899047851562,0.00718249985948205
net_dict.attn_layers.31,1,8.048056602478038,0.1058977022767067
net_dict.attn_layers.31,2,9.137813568115229,0.02641880139708519
net_dict.attn_layers.31,3,9.435417175292963,0.007835451513528824
net_dict.attn_layers.32,1,8.152503967285163,0.0967741310596466
net_dict.attn_layers.32,2,9.207030296325682,0.025114145129919052
net_dict.attn_layers.32,3,9.535857200622557,0.006529548671096563
net_dict.attn_layers.33,1,8.144914627075202,0.0957966148853302
net_dict.attn_layers.33,2,9.098676681518556,0.03065885417163372
net_dict.attn_layers.33,3,9.397821426391593,0.011426709592342377
net_dict.attn_layers.34,1,8.200725555419917,0.0808081105351448
net_dict.attn_layers.34,2,9.056349754333494,0.03587735444307327
net_dict.attn_layers.34,3,9.374835014343256,0.012079661712050438
net_dict.attn_layers.35,1,8.005342483520513,0.10752686113119125
net_dict.attn_layers.35,2,8.890428543090819,0.04924983158707619
net_dict.attn_layers.35,3,9.217669486999506,0.01762976124882698
net_dict.attn_layers.36,1,7.921072006225583,0.10459426045417786
net_dict.attn_layers.36,2,8.945004463195797,0.03816045820713043
net_dict.attn_layers.36,3,9.274548530578615,0.018935682252049446
net_dict.attn_layers.37,1,7.979874134063716,0.09807757288217545
net_dict.attn_layers.37,2,8.903304100036626,0.03424658626317978
net_dict.attn_layers.37,3,9.215044975280762,0.02024158649146557
net_dict.attn_layers.38,1,7.761189460754403,0.1280546933412552
net_dict.attn_layers.38,2,8.74394893646241,0.0538160614669323
net_dict.attn_layers.38,3,9.004974365234375,0.023179879412055016
net_dict.attn_layers.39,1,7.487082958221428,0.12642554938793182
net_dict.attn_layers.39,2,8.328577041625975,0.0626223087310791
net_dict.attn_layers.39,3,8.558685302734371,0.033300675451755524
net_dict.attn_layers.40,1,7.376258373260492,0.1316390186548233
net_dict.attn_layers.40,2,8.224320411682129,0.06457922607660294
net_dict.attn_layers.40,3,8.463209152221685,0.034606579691171646
net_dict.attn_layers.41,1,7.311154842376712,0.14695344865322113
net_dict.attn_layers.41,2,8.374458312988283,0.04924983158707619
net_dict.attn_layers.41,3,8.552442550659178,0.037218429148197174
net_dict.attn_layers.42,1,7.5100245475769,0.13033562898635864
net_dict.attn_layers.42,2,8.576251983642576,0.04500976577401161
net_dict.attn_layers.42,3,8.645691871643063,0.03101535141468048
