attn_num,token_num,loss,accuracy
0,0,7.608804400761922,0.17580077052116394
0,1,8.329676882425943,0.09503906965255737
0,2,8.638152567545571,0.06056641787290573
1,0,10.497049776713052,0.005677083041518927
1,1,10.502155049641928,0.004694010596722364
1,2,10.47818110783895,0.004511719569563866
2,0,12.994873619079588,0.0003971354162786156
2,1,12.888545513153076,0.0003124999930150807
2,2,12.95897642771403,0.00033203119528479874
3,0,13.635382207234702,0.00017578124243300408
3,1,13.584205055236822,0.0000846354232635349
3,2,13.6847767829895,0.00010416667646495625
4,0,15.290174007415768,0.0000846354232635349
4,1,15.249051221211747,0.000039062502764863893
4,2,15.444778919219969,0.000058593752328306437
5,0,15.612885983784992,0.0000846354232635349
5,1,15.771953264872232,0.000039062502764863893
5,2,15.682715193430584,0.00006510417006211355
6,0,16.805806732177736,0.00007161458779592067
6,1,16.778990618387855,0.00011718751193257049
6,2,16.839252090454103,0.00009114584099734202
7,0,16.82913328806559,0.00003255208503105678
7,1,17.08518053690593,0.00003255208503105678
7,2,17.449677721659338,0.00003255208503105678
8,0,17.285184860229492,0.00004557292049867101
8,1,17.03324750264486,0.00003255208503105678
8,2,17.03387400309244,0.000026041669116239063
9,0,17.100711886088057,0.000019531251382431947
9,1,17.027947489420576,0.000058593755966285244
9,2,17.061782137552893,0.000019531251382431947
10,0,16.766592343648274,6.510417279059766e-6
10,1,16.573374621073405,0.0
10,2,16.808717091878258,0.000013020834558119532
11,0,16.477690124511717,0.000026041669116239063
11,1,16.26074778238932,0.00004557292049867101
11,2,16.351154963175453,0.000019531251382431947
12,0,16.02316637039185,0.0
12,1,16.031454181671144,0.000013020834558119532
12,2,15.881875991821289,0.000019531251382431947
13,0,15.538746515909835,0.0
13,1,15.416734663645425,6.510417279059766e-6
13,2,15.427959156036376,6.510417279059766e-6
14,0,14.966910807291669,0.0
14,1,15.004191207885745,0.000019531251382431947
14,2,15.046739737192786,0.000019531251382431947
15,0,14.874994786580407,0.00004557292049867101
15,1,15.027770964304603,0.000013020834558119532
15,2,14.793211364746094,0.0
16,0,14.54320128758748,0.000019531251382431947
16,1,14.647826035817463,6.510417279059766e-6
16,2,14.52944704691569,0.0
17,0,14.280853271484377,0.0
17,1,14.182337029774978,0.000019531251382431947
17,2,14.303473917643226,0.0
18,0,13.710442956288658,0.000019531251382431947
18,1,13.68440211613973,6.510417279059766e-6
18,2,13.62787605921428,0.0
19,0,13.722456709543865,0.0
19,1,13.536378733317056,6.510417279059766e-6
19,2,13.551201089223225,0.0
20,0,13.987332630157471,0.000019531251382431947
20,1,13.86004959742228,0.0
20,2,13.844521745045979,0.0
21,0,13.76870679855347,0.0
21,1,13.784675884246823,0.000013020834558119532
21,2,13.725708548227946,0.000013020834558119532
22,0,13.338817024230956,0.000013020834558119532
22,1,13.343927574157718,0.0
22,2,13.304753812154134,0.0
23,0,13.335332965850828,0.000019531251382431947
23,1,13.350385316212968,0.0
23,2,13.321184889475504,0.0
24,0,13.023843797047931,0.00005208333823247813
24,1,12.943433157602943,6.510417279059766e-6
24,2,12.983143615722657,0.0
25,0,12.747664864857992,0.0
25,1,12.662843608856202,0.000013020834558119532
25,2,12.72019961675008,0.000019531251382431947
26,0,12.745096588134764,6.510417279059766e-6
26,1,12.829769770304367,0.0
26,2,12.775345961252846,0.0
27,0,12.900787512461346,6.510417279059766e-6
27,1,12.846011511484782,0.0
27,2,12.8561336517334,6.510417279059766e-6
28,0,12.815705172220866,0.000013020834558119532
28,1,12.780470085144046,0.000019531251382431947
28,2,12.763921801249186,6.510417279059766e-6
29,0,13.026919587453206,0.000019531251382431947
29,1,13.008361339569092,0.0
29,2,13.030567423502603,0.000013020834558119532
30,0,13.274249108632405,0.000013020834558119532
30,1,13.26445735295614,0.0
30,2,13.22489210764567,6.510417279059766e-6
31,0,13.480227502187091,0.0
31,1,13.470623779296876,0.0
31,2,13.399629910786942,0.0
32,0,13.50019957224528,0.000013020834558119532
32,1,13.585497856140137,6.510417279059766e-6
32,2,13.553256098429362,0.000013020834558119532
33,0,13.337995878855386,0.0
33,1,13.334611479441325,0.0
33,2,13.354812177022296,6.510417279059766e-6
34,0,13.59021914800008,6.510417279059766e-6
34,1,13.589524459838868,6.510417279059766e-6
34,2,13.551414807637533,0.000013020834558119532
